	sniff_time	dest_ip	dest_port
268	2018-03-18 13:22:11.844379	54	TCP
269	2018-03-18 13:22:11.844573	90	SSH
270	2018-03-18 13:22:11.844693	60	TCP
271	2018-03-18 13:22:11.844700	1502	TCP
272	2018-03-18 13:22:11.844705	54	TCP
273	2018-03-18 13:22:11.845003	1502	TCP
274	2018-03-18 13:22:11.845015	54	TCP
275	2018-03-18 13:22:11.845152	146	SSH
276	2018-03-18 13:22:11.845276	60	TCP
277	2018-03-18 13:22:11.845337	1502	TCP
278	2018-03-18 13:22:11.845341	54	TCP
279	2018-03-18 13:22:11.845684	1502	TCP
280	2018-03-18 13:22:11.845694	54	TCP
281	2018-03-18 13:22:11.845752	122	SSH
282	2018-03-18 13:22:11.845858	60	TCP
283	2018-03-18 13:22:11.846319	1502	TCP
284	2018-03-18 13:22:11.846328	54	TCP
285	2018-03-18 13:22:11.846358	1502	TCP
286	2018-03-18 13:22:11.846362	54	TCP
287	2018-03-18 13:22:11.846552	1502	TCP
288	2018-03-18 13:22:11.846560	54	TCP
289	2018-03-18 13:22:11.846847	265	HTTP
290	2018-03-18 13:22:11.846857	54	TCP
291	2018-03-18 13:22:11.849114	272	HTTP
292	2018-03-18 13:22:11.849320	60	TCP
293	2018-03-18 13:22:11.849739	90	SSH
294	2018-03-18 13:22:11.849889	60	TCP
295	2018-03-18 13:22:11.853454	60	TCP
296	2018-03-18 13:22:11.853481	54	TCP
297	2018-03-18 13:22:11.885367	1502	TCP
298	2018-03-18 13:22:11.885385	54	TCP
299	2018-03-18 13:22:11.885664	1502	TCP
300	2018-03-18 13:22:11.885674	54	TCP
301	2018-03-18 13:22:11.885896	1502	TCP
302	2018-03-18 13:22:11.885905	54	TCP
303	2018-03-18 13:22:11.886220	1502	TCP
304	2018-03-18 13:22:11.886228	54	TCP
305	2018-03-18 13:22:11.886549	1502	TCP
306	2018-03-18 13:22:11.886560	54	TCP
307	2018-03-18 13:22:11.886959	1502	TCP
308	2018-03-18 13:22:11.886968	54	TCP
309	2018-03-18 13:22:11.887241	1502	TCP
310	2018-03-18 13:22:11.887250	54	TCP
311	2018-03-18 13:22:11.887540	1502	TCP
312	2018-03-18 13:22:11.887547	54	TCP
313	2018-03-18 13:22:11.887833	1502	TCP
314	2018-03-18 13:22:11.887840	54	TCP
315	2018-03-18 13:22:11.888142	1474	TCP
316	2018-03-18 13:22:11.888149	54	TCP
317	2018-03-18 13:22:11.888742	82	TCP
318	2018-03-18 13:22:11.888752	54	TCP
319	2018-03-18 13:22:11.888779	1502	TCP
320	2018-03-18 13:22:11.888784	54	TCP
321	2018-03-18 13:22:11.889067	1502	TCP
322	2018-03-18 13:22:11.889074	54	TCP
323	2018-03-18 13:22:11.889367	1474	TCP
324	2018-03-18 13:22:11.889551	82	TCP
325	2018-03-18 13:22:11.889558	54	TCP
326	2018-03-18 13:22:11.889643	1502	TCP
327	2018-03-18 13:22:11.889649	54	TCP
328	2018-03-18 13:22:11.889993	1502	TCP
329	2018-03-18 13:22:11.890002	54	TCP
330	2018-03-18 13:22:11.890301	1502	TCP
331	2018-03-18 13:22:11.890308	54	TCP
332	2018-03-18 13:22:11.890743	1502	TCP
333	2018-03-18 13:22:11.890752	54	TCP
334	2018-03-18 13:22:11.890963	1502	TCP
335	2018-03-18 13:22:11.890970	54	TCP
336	2018-03-18 13:22:11.892663	1502	TCP
337	2018-03-18 13:22:11.892674	54	TCP
338	2018-03-18 13:22:11.892966	1502	TCP
339	2018-03-18 13:22:11.892975	54	TCP
340	2018-03-18 13:22:11.893293	1474	TCP
341	2018-03-18 13:22:11.893301	54	TCP
342	2018-03-18 13:22:11.893510	82	TCP
343	2018-03-18 13:22:11.893518	1502	TCP
344	2018-03-18 13:22:11.893548	54	TCP
345	2018-03-18 13:22:11.893588	54	TCP
346	2018-03-18 13:22:11.893917	1502	TCP
347	2018-03-18 13:22:11.893924	54	TCP
348	2018-03-18 13:22:11.894289	1502	TCP
349	2018-03-18 13:22:11.894297	54	TCP
350	2018-03-18 13:22:11.894555	1502	TCP
351	2018-03-18 13:22:11.894562	54	TCP
352	2018-03-18 13:22:11.896848	1502	TCP
353	2018-03-18 13:22:11.896858	54	TCP
354	2018-03-18 13:22:11.897323	1502	TCP
355	2018-03-18 13:22:11.897333	54	TCP
356	2018-03-18 13:22:11.902656	1502	TCP
357	2018-03-18 13:22:11.902666	54	TCP
358	2018-03-18 13:22:11.902865	1502	TCP
359	2018-03-18 13:22:11.902900	54	TCP
360	2018-03-18 13:22:11.921073	98	SSH
361	2018-03-18 13:22:11.921252	60	TCP
362	2018-03-18 13:22:11.921702	106	SSH
363	2018-03-18 13:22:11.921931	60	TCP
364	2018-03-18 13:22:11.921981	90	SSH
365	2018-03-18 13:22:11.922087	60	TCP
366	2018-03-18 13:22:11.922367	138	SSH
367	2018-03-18 13:22:11.922529	60	TCP
368	2018-03-18 13:22:11.925661	1502	TCP
369	2018-03-18 13:22:11.925678	54	TCP
370	2018-03-18 13:22:11.925931	1502	TCP
371	2018-03-18 13:22:11.925940	54	TCP
372	2018-03-18 13:22:11.926273	60	TCP
373	2018-03-18 13:22:11.926291	54	TCP
374	2018-03-18 13:22:11.927054	234	HTTP
375	2018-03-18 13:22:11.927198	60	TCP
376	2018-03-18 13:22:11.928009	1502	TCP
377	2018-03-18 13:22:11.928024	54	TCP
378	2018-03-18 13:22:11.928301	1502	TCP
379	2018-03-18 13:22:11.928308	54	TCP
380	2018-03-18 13:22:11.932161	1502	TCP
381	2018-03-18 13:22:11.932175	54	TCP
382	2018-03-18 13:22:11.932330	1502	TCP
383	2018-03-18 13:22:11.932341	54	TCP
384	2018-03-18 13:22:11.933406	1502	TCP
385	2018-03-18 13:22:11.933423	54	TCP
386	2018-03-18 13:22:11.933765	1502	TCP
387	2018-03-18 13:22:11.933777	54	TCP
388	2018-03-18 13:22:11.934560	1502	TCP
389	2018-03-18 13:22:11.934571	54	TCP
390	2018-03-18 13:22:11.934740	1502	TCP
391	2018-03-18 13:22:11.934752	54	TCP
392	2018-03-18 13:22:11.936148	1502	TCP
393	2018-03-18 13:22:11.936162	54	TCP
394	2018-03-18 13:22:11.936351	1502	TCP
395	2018-03-18 13:22:11.936358	54	TCP
396	2018-03-18 13:22:11.936858	1502	TCP
397	2018-03-18 13:22:11.936867	54	TCP
398	2018-03-18 13:22:11.937209	1502	TCP
399	2018-03-18 13:22:11.937218	54	TCP
400	2018-03-18 13:22:11.937952	1502	TCP
401	2018-03-18 13:22:11.937960	54	TCP
402	2018-03-18 13:22:11.938307	1502	TCP
403	2018-03-18 13:22:11.938314	54	TCP
404	2018-03-18 13:22:11.939398	1502	TCP
405	2018-03-18 13:22:11.939405	54	TCP
406	2018-03-18 13:22:11.939776	1502	TCP
407	2018-03-18 13:22:11.939781	54	TCP
408	2018-03-18 13:22:11.940102	1502	TCP
409	2018-03-18 13:22:11.940110	54	TCP
410	2018-03-18 13:22:11.941191	1502	TCP
411	2018-03-18 13:22:11.941205	54	TCP
412	2018-03-18 13:22:11.942061	1502	TCP
413	2018-03-18 13:22:11.942073	54	TCP
414	2018-03-18 13:22:11.942356	1502	TCP
415	2018-03-18 13:22:11.942364	54	TCP
416	2018-03-18 13:22:11.942801	1502	TCP
417	2018-03-18 13:22:11.942811	54	TCP
418	2018-03-18 13:22:11.943102	1502	TCP
419	2018-03-18 13:22:11.943111	54	TCP
420	2018-03-18 13:22:11.943521	114	SSH
421	2018-03-18 13:22:11.943686	60	TCP
422	2018-03-18 13:22:11.943955	1502	TCP
423	2018-03-18 13:22:11.943965	54	TCP
424	2018-03-18 13:22:11.944256	1502	TCP
425	2018-03-18 13:22:11.944266	54	TCP
426	2018-03-18 13:22:11.944875	1502	TCP
427	2018-03-18 13:22:11.944883	54	TCP
428	2018-03-18 13:22:11.945181	1502	TCP
429	2018-03-18 13:22:11.945188	54	TCP
430	2018-03-18 13:22:11.946015	1502	TCP
431	2018-03-18 13:22:11.946025	54	TCP
432	2018-03-18 13:22:11.946359	1502	TCP
433	2018-03-18 13:22:11.946365	54	TCP
434	2018-03-18 13:22:11.946888	90	SSH
435	2018-03-18 13:22:11.947023	60	TCP
