	sniff_time	dest_ip	dest_port
337	2019-03-27 21:34:35.824657	1514	TCP
338	2019-03-27 21:34:35.824731	54	TCP
339	2019-03-27 21:34:35.824828	54	TCP
340	2019-03-27 21:34:35.825057	77	DNS
341	2019-03-27 21:34:35.826692	377	DNS
342	2019-03-27 21:34:35.828193	1514	TCP
343	2019-03-27 21:34:35.828194	1514	TCP
344	2019-03-27 21:34:35.828195	705	TLS
345	2019-03-27 21:34:35.828196	1514	TCP
346	2019-03-27 21:34:35.828196	1514	TCP
347	2019-03-27 21:34:35.828197	705	TLS
348	2019-03-27 21:34:35.828267	54	TCP
349	2019-03-27 21:34:35.828353	54	TCP
350	2019-03-27 21:34:35.838819	56	VSSMONITORING
351	2019-03-27 21:34:35.839112	236	TLS
352	2019-03-27 21:34:35.844198	129	TLS
353	2019-03-27 21:34:35.845353	236	TLS
354	2019-03-27 21:34:35.846058	1514	TLS
355	2019-03-27 21:34:35.846070	215	TLS
356	2019-03-27 21:34:35.848306	66	TCP
357	2019-03-27 21:34:35.848308	60	TCP
358	2019-03-27 21:34:35.851959	129	TLS
359	2019-03-27 21:34:35.851960	1514	TLS
360	2019-03-27 21:34:35.851961	1514	TCP
361	2019-03-27 21:34:35.851963	1514	TCP
362	2019-03-27 21:34:35.851963	1514	TCP
363	2019-03-27 21:34:35.851964	1514	TCP
364	2019-03-27 21:34:35.852035	54	TCP
365	2019-03-27 21:34:35.853168	1514	TCP
366	2019-03-27 21:34:35.853221	54	TCP
367	2019-03-27 21:34:35.854604	1315	TLS
368	2019-03-27 21:34:35.896884	54	TCP
369	2019-03-27 21:34:35.897244	54	TCP
370	2019-03-27 21:34:35.916536	1392	GQUIC
371	2019-03-27 21:34:35.938043	1392	GQUIC
372	2019-03-27 21:34:35.938044	73	GQUIC
373	2019-03-27 21:34:35.938718	81	GQUIC
374	2019-03-27 21:34:35.938969	70	GQUIC
375	2019-03-27 21:34:35.970327	62	GQUIC
376	2019-03-27 21:34:37.354970	82	DNS
377	2019-03-27 21:34:37.358802	147	DNS
378	2019-03-27 21:34:37.359460	92	NBNS
379	2019-03-27 21:34:37.361293	86	LLMNR
380	2019-03-27 21:34:37.361756	66	LLMNR
381	2019-03-27 21:34:37.362090	98	NBNS
382	2019-03-27 21:34:37.362181	92	NBNS
383	2019-03-27 21:34:37.364400	98	NBNS
384	2019-03-27 21:34:37.377533	92	NBNS
385	2019-03-27 21:34:37.777980	86	LLMNR
386	2019-03-27 21:34:37.778628	66	LLMNR
387	2019-03-27 21:34:38.132421	92	NBNS
388	2019-03-27 21:34:38.135618	93	TLS
389	2019-03-27 21:34:38.135620	78	TLS
390	2019-03-27 21:34:38.135620	56	VSSMONITORING
391	2019-03-27 21:34:38.135621	56	VSSMONITORING
392	2019-03-27 21:34:38.135735	54	TCP
393	2019-03-27 21:34:38.136072	54	TCP
394	2019-03-27 21:34:38.142392	56	VSSMONITORING
395	2019-03-27 21:34:38.886026	92	NBNS
396	2019-03-27 21:34:40.241593	55	TCP
397	2019-03-27 21:34:40.262348	66	TCP
398	2019-03-27 21:34:44.110854	97	TLS
399	2019-03-27 21:34:44.143813	179	TLS
400	2019-03-27 21:34:44.189399	54	TCP
401	2019-03-27 21:34:45.153618	102	TLS
402	2019-03-27 21:34:45.194337	54	TCP
403	2019-03-27 21:34:46.691599	60	ARP
404	2019-03-27 21:34:46.691600	60	ARP
405	2019-03-27 21:34:46.691637	42	ARP
406	2019-03-27 21:34:46.691763	42	ARP
407	2019-03-27 21:34:47.442748	65	GQUIC
408	2019-03-27 21:34:47.476496	62	GQUIC
409	2019-03-27 21:34:48.930784	296	DB-LSP-DISC
410	2019-03-27 21:34:48.935519	311	TLS
411	2019-03-27 21:34:48.940858	584	TLS
412	2019-03-27 21:34:48.963212	56	VSSMONITORING
413	2019-03-27 21:34:48.963282	378	TLS
414	2019-03-27 21:34:48.985728	56	VSSMONITORING
415	2019-03-27 21:34:49.456294	85	TLS
416	2019-03-27 21:34:49.456296	56	VSSMONITORING
417	2019-03-27 21:34:49.456297	56	VSSMONITORING
418	2019-03-27 21:34:49.456387	54	TCP
419	2019-03-27 21:34:50.156690	55	TCP
